       [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    [0, 0]    [0, 1]    [1, 0]    [1, 1]    
[0, 0]-0.000, -0.000,  0.005,  0.000,  0.000,  0.000, -0.000, -0.000, -0.000,  0.000, -0.000,  0.001,  0.008,  0.000,  0.004,  0.000,  0.001, -0.005,  0.000, -0.160, -1.575, -0.000,  0.004,  0.002,  0.000, -0.001,  0.093, -0.000, -0.003,  0.004, -0.002,  0.002,  0.000,  0.004, -0.673, -0.000,  0.000,  0.000,  0.005,  0.014,  0.000, -0.000, -0.000, -0.001, -0.003, -0.000, -0.006,  0.000, -0.000,  0.002,  0.004,  0.001,  0.007,  0.006, -0.001,  0.000, -0.000,  0.000,  0.000,  0.004,  0.024,  0.000,  0.003,  0.000, 
[0, 1] 0.000, -0.000,  0.000, -0.000, -0.005,  0.000,  0.005, -0.000, -0.000, -0.001, -0.000,  0.000,  0.001,  0.005,  0.002, -0.004, -0.000,  0.070, -0.008,  0.001, -0.000, -0.922,  0.002, -0.004, -0.002,  0.000,  0.000,  0.097, -0.119, -0.002, -0.000,  0.003, -0.005,  0.002, -0.000,  0.102,  0.768,  0.000, -0.001, -0.002,  0.000,  0.001,  0.000, -0.000, -0.000,  0.002,  0.001,  0.006, -0.005,  0.000,  0.002, -0.002, -0.003,  0.004,  0.276, -0.000, -0.000, -0.004,  0.000,  0.002, -0.001,  0.010, -0.000, -0.003, 
[1, 0]-0.000, -0.000,  0.009, -0.000,  0.000,  0.000,  0.000, -0.000, -0.000,  0.000,  0.003, -0.003,  0.004,  0.000,  0.007, -0.000,  0.000,  0.000,  0.012, -0.000,  0.004,  0.002, -0.500, -0.001, -0.000,  0.006,  0.000,  0.001, -0.001,  0.004, -0.003, -0.002, -0.000,  0.004,  0.004, -0.001,  0.002,  0.002,  0.001, -0.002,  0.000,  0.000,  0.002,  0.004, -0.006,  0.000, -0.002,  0.000, -0.000, -0.002,  0.500,  0.000,  0.000,  0.003,  0.003, -0.009, -0.000,  0.000, -0.000, -0.002,  0.003,  0.000,  0.022, -0.000, 
[1, 1]-0.000,  0.000,  0.000,  0.007,  0.005, -0.000,  0.003,  0.000,  0.000,  0.003, -0.000,  0.003,  0.002, -0.004,  0.000,  0.005,  0.005,  0.001,  0.039,  0.000,  0.002, -0.004, -0.001, -0.000,  0.007, -0.002,  0.003,  0.002,  0.001,  0.000,  0.195, -0.002,  0.005, -0.000,  0.000,  0.001,  0.004,  0.004, -0.295, -0.000, -0.000, -0.004,  0.000,  0.001,  0.001,  0.006,  0.000,  0.001, -0.001,  0.001, -0.000,  0.416,  0.276,  0.000,  0.000,  0.004,  0.000,  0.002, -0.000,  0.000, -0.000, -0.003,  0.003,  0.013, 
[0, 0]-0.002, -0.000, -0.000,  0.000, -0.000, -0.000, -0.000, -0.002,  0.002, -0.077,  0.003,  0.000,  0.000, -0.474, -0.003, -0.002, -0.001, -0.001,  0.000, -0.000,  0.000, -0.002, -0.000,  0.007,  0.672,  0.002,  0.000, -0.001,  0.000,  0.001, -0.000,  0.002,  0.070,  0.000,  0.000, -0.000,  0.000, -0.000,  0.000,  0.001,  0.003,  0.097, -0.000, -0.000, -0.000,  0.102,  0.001, -0.001, -0.002, -0.001, -0.000, -0.000,  0.000,  0.003,  0.000,  0.000,  0.018,  0.000,  0.007, -0.002,  0.003, -0.003,  0.000,  0.416, 
[0, 1]-0.000, -0.001, -0.000,  0.000, -0.000,  0.000, -0.002,  0.000, -0.000, -0.000, -0.001, -0.225, -0.013, -0.000,  0.001, -0.005,  0.173, -0.002,  0.000, -0.001, -0.001,  0.000,  0.006, -0.002,  0.002,  1.853,  0.008,  0.000, -0.003, -0.090, -0.005, -0.001, -0.000, -0.089,  0.001,  0.000,  0.000, -0.106,  0.000, -0.001,  0.001,  0.002,  0.000, -0.013,  0.051, -0.000, -0.001,  0.003, -0.005, -0.000, -0.003,  0.002, -0.001,  0.001,  0.000, -0.153, -0.003,  0.010,  0.003, -0.001,  0.002,  0.001,  0.347, -0.000, 
[1, 0] 0.000, -0.000, -0.000, -0.000, -0.000,  0.000, -0.000, -0.000,  0.000, -0.000, -0.002, -0.001, -0.004,  0.000, -0.006, -0.000, -0.000,  0.001, -0.004,  0.173,  0.093,  0.000,  0.000,  0.003,  0.000,  0.008, -0.174, -0.003,  0.001, -0.004,  0.002,  0.028, -0.000,  0.001, -0.160, -0.000, -0.001, -0.001, -0.003,  0.004,  0.000,  0.000,  0.001,  0.001,  0.001, -0.000,  0.002,  0.000, -0.000, -0.003, -0.000, -0.002,  0.002,  0.004, -0.001, -0.002, -0.000,  0.000,  0.000,  0.003,  0.002, -0.000,  0.000,  0.000, 
[1, 1]-0.000,  0.000, -0.000, -0.001,  0.000, -0.000, -0.000,  0.000,  0.000,  0.001, -0.076,  0.000, -0.000, -0.001,  0.006,  0.001, -0.000, -0.076, -0.002, -0.003, -0.000,  0.097,  0.001,  0.002, -0.001,  0.000, -0.003,  1.641,  0.000,  0.002, -0.001, -0.001,  0.000, -0.000, -0.000,  0.000,  0.106,  0.000, -0.001, -0.004, -0.000, -0.001,  0.097,  0.002,  0.000,  0.001, -0.005, -0.002, -0.000,  0.006,  0.001, -0.001, -0.001, -0.005,  0.153, -0.001,  0.000,  0.001,  0.002, -0.001, -0.004, -0.002, -0.001,  0.000, 
[0, 0]-0.000, -0.000, -0.000, -0.000, -0.001,  0.000,  0.000,  0.000,  0.000,  0.001, -0.474,  0.000, -0.001, -0.003, -0.001,  0.008, -0.000,  0.097, -0.001, -0.000, -0.003, -0.119, -0.001,  0.001,  0.000, -0.003,  0.001,  0.000,  0.106, -0.001,  0.002, -0.001, -0.000,  0.000, -0.000,  0.106, -0.089,  0.002, -0.001, -0.000, -0.000,  0.000,  0.102,  0.000,  0.001,  0.000,  0.004, -0.002,  0.000, -0.003, -0.001, -0.001, -0.002, -0.003, -0.230, -0.000,  0.000, -0.002,  0.001, -0.001,  0.004,  0.002, -0.001,  0.000, 
[0, 1]-0.000,  0.000, -0.000, -0.000,  0.000, -0.001, -0.001, -0.000, -0.001,  0.001,  0.000, -0.013,  0.551,  0.001, -0.000,  0.002,  0.093,  0.000,  0.000,  0.001,  0.004, -0.002,  0.004,  0.000,  0.001, -0.090, -0.004,  0.002, -0.001,  0.394, -0.003, -0.004, -0.001, -0.106, -0.001,  0.000,  0.000,  0.000,  0.000, -0.000,  0.000, -0.000, -0.000,  0.051, -0.125,  0.002, -0.001, -0.003,  0.005,  0.001,  0.004, -0.003, -0.001, -0.004,  0.000,  0.230, -0.002,  0.001,  0.001, -0.001,  0.000,  0.009,  0.230,  0.000, 
[1, 0]-0.000,  0.000, -0.002, -0.000,  0.000, -0.000, -0.001,  0.000, -0.000, -0.000,  0.002,  0.002, -0.003, -0.000, -0.001, -0.001,  0.002,  0.001,  0.011, -0.002, -0.002, -0.000, -0.003,  0.195, -0.000, -0.005,  0.002, -0.001,  0.002, -0.003,  1.075,  0.000,  0.000, -0.003,  0.001, -0.001, -0.000, -0.002, -0.160, -0.001,  0.000,  0.000, -0.002, -0.003,  0.004,  0.000,  0.001,  0.001,  0.000, -0.001,  0.000,  0.153, -0.230, -0.001,  0.001,  0.001, -0.000, -0.001,  0.416,  0.001, -0.000,  0.003,  0.001, -0.010, 
[1, 1] 0.000,  0.000, -0.000, -0.002, -0.001, -0.000, -0.000, -0.001,  0.000, -0.002, -0.002, -0.001,  0.002,  0.007, -0.326,  0.001,  0.002, -0.002, -0.000,  0.003,  0.002,  0.003, -0.002, -0.002,  0.002, -0.001,  0.028, -0.001, -0.001, -0.004,  0.000,  1.422, -0.003, -0.001,  0.004, -0.001,  0.002, -0.000, -0.000,  0.070, -0.000,  0.002,  0.002, -0.001, -0.001, -0.005,  0.137,  0.002, -0.001, -0.153, -0.002,  0.001,  0.000,  0.230,  0.003,  0.000, -0.000,  0.001,  0.000,  0.347,  0.230,  0.001,  0.000,  0.008, 
[0, 0]-0.001, -0.000,  0.000, -0.000,  0.000, -0.000, -0.000,  0.003, -0.001,  0.097, -0.000, -0.000, -0.000,  0.102,  0.001,  0.002,  0.000,  0.001,  0.000, -0.000,  0.000, -0.005, -0.000,  0.005,  0.070, -0.000, -0.000,  0.000, -0.000, -0.001,  0.000, -0.003, -0.922,  0.002,  0.000, -0.001,  0.000, -0.000, -0.000,  0.007,  0.000, -0.119, -0.005,  0.000,  0.000,  0.768,  0.003,  0.003,  0.003,  0.002,  0.000,  0.000, -0.000, -0.003, -0.000, -0.000,  0.004, -0.000,  0.005, -0.001,  0.002,  0.002,  0.000,  0.276, 
[0, 1]-0.000, -0.000,  0.000,  0.000, -0.000, -0.000,  0.003, -0.000, -0.000, -0.003,  0.000, -0.013,  0.051, -0.000,  0.001,  0.000,  0.093, -0.001,  0.000, -0.004,  0.004,  0.002,  0.004, -0.000,  0.000, -0.089,  0.001, -0.000,  0.000, -0.106, -0.003, -0.001,  0.002,  0.394,  0.008, -0.001, -0.004,  0.000, -0.001,  0.002,  0.000,  0.001,  0.001,  0.551, -0.125, -0.001, -0.002,  0.007,  0.002,  0.003,  0.004, -0.003,  0.001, -0.000, -0.000,  0.230, -0.002,  0.000,  0.002,  0.002,  0.001, -0.001,  0.230, -0.000, 
[1, 0]-0.000, -0.000,  0.001,  0.000,  0.000,  0.000, -0.000, -0.000, -0.000,  0.000, -0.005, -0.001,  0.004, -0.000,  0.002,  0.000,  0.005, -0.000,  0.000,  0.093, -0.673, -0.000,  0.004,  0.000,  0.000,  0.001, -0.160, -0.000, -0.000, -0.001,  0.001,  0.004,  0.000,  0.008, -1.575, -0.003,  0.000, -0.003,  0.007,  0.024,  0.000,  0.000, -0.000,  0.004,  0.000, -0.000,  0.006,  0.000, -0.000,  0.004,  0.004, -0.002,  0.005, -0.006, -0.001,  0.003, -0.000,  0.000,  0.002,  0.002,  0.014,  0.000,  0.000,  0.000, 
[1, 1]-0.000,  0.000, -0.000,  0.000, -0.000, -0.000,  0.000,  0.000, -0.000,  0.001,  0.097, -0.003,  0.000,  0.000, -0.003, -0.002, -0.000, -0.474, -0.001,  0.001, -0.000,  0.102, -0.001,  0.001, -0.000,  0.000, -0.000,  0.000,  0.106,  0.000, -0.001, -0.001, -0.001, -0.001, -0.003,  0.106, -0.089,  0.001, -0.002,  0.004,  0.000, -0.003, -0.119, -0.001,  0.002,  0.000, -0.003,  0.002,  0.000, -0.001, -0.001,  0.002, -0.001,  0.004, -0.230, -0.001,  0.000,  0.008,  0.001, -0.001, -0.000, -0.002, -0.000,  0.000, 
[0, 0]-0.000, -0.000, -0.000,  0.000,  0.000, -0.000, -0.000,  0.000, -0.000, -0.001,  0.102,  0.000, -0.004, -0.002,  0.000, -0.002, -0.000,  0.102, -0.009, -0.001,  0.000,  0.768,  0.002,  0.004,  0.000,  0.000, -0.001,  0.106, -0.089,  0.000, -0.000,  0.002,  0.000, -0.004,  0.000, -0.089, -1.353,  0.000,  0.006,  0.001, -0.000, -0.002,  0.768,  0.000,  0.000,  0.010, -0.004, -0.013, -0.000,  0.000,  0.002, -0.000,  0.006, -0.004,  0.347, -0.001,  0.000, -0.002,  0.004,  0.002,  0.001, -0.013, -0.001,  0.000, 
[0, 1] 0.000, -0.000,  0.000, -0.000,  0.000, -0.000,  0.002,  0.000,  0.003, -0.000, -0.000,  0.051, -0.125, -0.002,  0.000, -0.000, -0.673,  0.001,  0.000,  0.001,  0.000,  0.000,  0.002,  0.004, -0.000, -0.106, -0.001,  0.000,  0.002,  0.000, -0.002, -0.000, -0.000,  0.000, -0.003,  0.001,  0.000, -1.141,  0.000, -0.007, -0.004, -0.002, -0.000, -0.125, -0.877,  0.000,  0.002,  0.000,  0.000, -0.000, -0.006,  0.004, -0.000,  0.007, -0.000, -0.347,  0.012, -0.001,  0.001, -0.001, -0.003,  0.001,  0.153,  0.000, 
